status,website,license_validity,official_rep,name,telephone,address,email
Valid License,NA,8/12/2018 to 8/11/2022,REYNALDO E GAYATINEA,INJAZ AL-KAWADER MANPOWER AGENCY,(02) 2554365 / 09157786000,"RMS 1 & 2, GF, MERCHANT BLDG, ARQUIZA STREETERMITA, MANILA",injazalkawaderagency@yahoo.com
Delisted,,11/3/1997 to 11/3/1999,MR DEMETRIO D TORRES,INLAND MANPOWER CONTRACTING INTERNATIONAL INC,8951883 / 8951845,UNIT E-2A G/F DPSI BLDG 210 N.GARCIA ST BEL-AIR,
Cancelled,www.innovativemanpower.com,6/26/2016 to 6/25/2020,BENJAMIN M MONTENEGRO,INNOVATIVE MANPOWER SERVICES INC (ORMERLY INNOVATIVE MANPOWER SERVICES),8435803,"UNIT 1677-B, DIAN STREETSAN ISIDRO, MAKATI",personnel.innovative@gmail.com
Cancelled, None,4/3/2002 to 4/2/2004,ESNIR M MACANDOG,INROADS MANPOWER AND EMPLOYMENT SERVICES,5364885,"RMS 334 & 335 AURORA PLAZA BLDG II #537 P FAURA ERMITA, MANILA", None
Delisted,,9/15/1997 to 9/15/1999,MR DIONISIO S ANG,INS GLOBAL NETWORK INC ,89?5686 /    3690,RM 40| VICENTE MADRIGAL BDG 6793 AYALA AVE MKT,
Valid License,NA,2/15/2019 to 2/14/2023,MARIFE L VIBORA,INSANA INTERNATIONAL PLACEMENT AGENCY INC,254-0256/708-3391/254-0259/405-0243/353-9788,"UNITS A, B & C, 1023 ESCODA STREET COR BENITEZ STRERMITA, MANILA",insana_intl@yahoo.com
Cancelled, None,7/24/2001 to 8/29/2003,SHIANROSE B MARAPAO,INTEGRITY PLACEMENT INCORPORATED,5237587/ 4040560,"R402 & 405 AP BLDG AGONCILLO COR P GIL STSMALATE, MANILA",shianrose_marapao@yahoo.com 
Cancelled, None,4/2/2002 to 4/2/2004,NELLIE F. FAGYAN,INTER RESOURCES RECRUITMENT AGENCIES CO INC,4155283/7215745/4169327,"57 A BETTY GO BELMONTE STCUBAO, QUEZON CITY", None
Valid License, None,8/6/2017 to 8/5/2021,ESMELA C DAVID,INTERACTIVE CONNECTIONS INTERNATIONAL RECRUITMENT AGENCY CO,521-2203,"BAY 2&4 (G/F), RAMAGI BLDG, 1081 PEDRO GIL STPACO, MANILA",interactiveconnectionsnew@yahoo.com
Valid License,www.interasiaoutsource.com,6/20/2015 to 6/19/2019,LOURDES  Y QUERUBIN,"INTERASIA OUTSOURCE, INC.",09178947215 / 09088121660 / 09178854253 / 8122951,"5F DON CHUA LAMKO BLG 100 LEVISTE COR H V DELA COSSALCEDO VILLAGE, MAKATI",info@ioi.ph
Valid License, None,7/2/2018 to 7/1/2022,MS LYDIA S REYES,INTER-ASIA SERVICES CORPORATION (INTERNATIONAL),8178359/8178373,"UNIT C, 17F, PETRON MEGAPLAZA, 358 SEN GIL PUYAT ABEL-AIR, MAKATI",intrasia@pldtdsl.net
Delisted,,1/16/1998 to 1/15/2000,MR SVEIN GYSTAD,INTERBULK MARITIME CORP(FORMERLY HELLENIC PHILS SHIPPING INC),7594742 / 7594744,*7/F SALAMIN BLDG 197 SALCEDO ST LEGASPI VILL MKTI,
Delisted, None,8/26/2002 to 8/25/2006,RICARDO TIRSO Q FLORES,INTERCITY EMPLOYMENT SERVICES,5410948/ 8294039,3F RM 305 8361 A SANTOS AVE SUCAT P`QUE CITY, None
Forever Banned,, to 9/2/1987,ATTY TERESITA C VERGARA,INTERCON MANPOWER SERVICES ,7419241 / 7418796,458-2 SAN RAFAEL ST SAN MIGUEL MANILA,
Delisted,,5/2/1988 to 5/2/1990,MR BENITO LEUS SR,INTERCONTINENTAL CONTRACTORS INC ,,SUITE 25 MIDLAND PLAZA ERMITA MANILA,
Cancelled,, to 5/18/1985,MR SERAPION B DELA CRUZ,INTERCONTINENTAL CREWING & SHIPPING CORP ,,2-B SUNSET DRIVE QUIRINO AVE TAMBO PARANAQUE MM,
Cancelled, None,8/26/2004 to 8/25/2008,ENGR ERNESTO AQUINO,INTERCREW PHILIPPINES AGENCY INC,7864226 / 7864155 / 09177265564/09258337933,"RMS 204,205,206 & 208, VIP BLDG, ROXAS BLVD COR NUERMITA, MANILA",intercrew@gatewaynet.com
Valid License, None,8/26/2016 to 8/25/2020,MR GREGORIO F ORTEGA,INTERCREW PHILIPPINES AGENCY INC,7864226 / 7864155 / 09177265564/09258337933,"RMS 204,205,206 & 208, VIP BLDG, ROXAS BLVD COR NUERMITA, MANILA",intercrew@gatewaynet.com
Cancelled,www.interglobe.com.ph,8/21/2011 to 8/20/2015,"CAPT LUPO 'LOU"" A ATIENZA",INTER-GLOBE MANPOWER AND CONSULTANCY SERVICES INC,5216431/4736039,"RMS505-509, BF COND BLG, A SORIANO COR. SOLANA STINTRAMUROS, MANILA",admin@interglobe.com.ph
Delisted,, to 3/18/1986,CAPT GEORGE A DAYRIT,INTERLINK MARITIME SERVICES INC , 501926 /  591963,YWCA OF THE PHILS BLDG 880 UN AVE MANILA,
Valid License, None,10/22/2015 to 10/22/2019,SPYROS NINO RAVANOPOULOS,INTERMARINE SHIPMANAGEMENT CORP,4032480,"SUITE 1101, 11/F, MA. NATIVIDAD BLDG, 470 T.M. KALERMITA, MANILA",smr@intermarineships.com.ph
Valid License,www.intermodal.com.ph,10/20/2017 to 10/19/2021,VICENTE P. BRILLANTES,"INTERMODAL SHIPPING, INC.",5277621-27/5273632/5273643/09189632312/09175153865,"G/F CASA MARITIMA 651 GEN LUNA STINTRAMUROS, MANILA",wecare@intermodal.com.ph
Cancelled,, to 4/18/1982,MR JOSE EUSEBIO,INTERNATIONAL AGRI-BUSINESS CORPORATION ,9285298 / 8130789,3D FLR FILIPINO MERCHANTS BLDG LEGASPI VILL MAKATI,
Cancelled,, to 7/26/1985,MR FLORENCIO E MAGSINO,INTERNATIONAL CENTER FOR TECHNOLOGY TRANSFER INC, 885541 /  858702,ICTTI BLDG CORNER EDSA PINATUBO ST MAND,
Delisted, None,4/20/2012 to 4/19/2016,MORENO R ESTRADA,"INTERNATIONAL CREWING AND SHIP MANAGEMENT, INC.",5243326 / 5244285,"3/F T.M.KALAW CENTER 666 T.M.KALAW ST., ERMITA", None
Delisted,,10/15/1998 to 10/15/2000,MR ROLANDO C MIRANO,INTERNATIONAL ELEVATOR & EQUIPMENT INC ,8423161 / 8423164,KM 23 WEST SERVICE RD S`SUPER HWAY CUPANG M`LUPA,
Delisted, None,8/29/2002 to 8/28/2006,ATTY MANUEL S MALAPIT,INTERNATIONAL EXPERTISE PLACEMENT INC,4265300,105 CABRERA BLDG I 130 TIMOG AVE QUEZON CITY,intex_msn@yahoo.com 
Valid License,www.ietssi.com,3/31/2015 to 3/30/2019,ABDUL KHALED A TAMANO,INTERNATIONAL EXPERTS FOR TECHNICAL SUPPORT SERVICES INC.,(02) 2511719 / 2366111,"G/F AND 2/F, GANARE BLDG, 2241 TAFT AVENUEMALATE, MANILA",admin@ietssi.com
Delisted,NA,6/30/2007 to 12/30/2007,MR. SONNY S. SAN PEDRO,INTERNATIONAL HEALTHCARE TRENDS RECRUITMENT CENTER (FORMERLY INTERNATIONAL,7331808/7332356,"2F NEW WORLD BLDG MORAYTA COR ESPANA STSAMPALOC, MANILA",INTERHEALTHTREND@YAHOO.COM
Delisted,WWW.INTL-JOBS.COM,12/22/2011 to 12/21/2015,ROWENA A. ANDRADE,INTERNATIONAL JOB RECRUITMENT AGENCY INC (FOR. YUI GO),3011090,21F WAHSINGTON TWR PACIFIC AVE THE ASIA WORLD CITYPARA�AQUE,INFO@INTL-JOBS.COM
Valid License,www.imsphil.com,11/29/2015 to 11/28/2019,MARILYN PASCUAL,INTERNATIONAL MANAGEMENT SERVICES,8164176 / 8938205,"305A & 305AA ZETA BLG 191 SALCEDO ST LEGASPI VILLMAKATI, MAKATI",imsmcp@gmail.com
Valid License,imsi.makati@yahoo.com,11/5/2018 to 11/4/2022,RICHARD F AGBAYANI,INTERNATIONAL MULTI SERVICES INC,541-1128/ 541-4878/ 09773477198/ 09954844768,"1ST FLR, ONE OLYMPIC CENTRE BLDG, 8402 TRABAJO CORMAKATI",imsi.makati@yahoo.com/jdomino284@gmail.com
Delisted,NA,12/6/2005 to 6/6/2006,LEE V. TIRO,INTERNATIONAL NURSES ALLIANCE PHILIPPINES INC.,253-91-39,"RM. 209 A GESON BLDG., D. JAKOSALEM ST.,CEBU CITY, CEBU",NA
Suspended, None,4/23/2002 to 4/22/2004,ATTY ANTONIO M CHAVEZ,INTERNATIONAL PERSONNEL AND GENERAL SERVICES CORPORATION,5254567/ 5236532,S-604/605 MIRASOL BLDG 854 APACIBLE COR TAFT, None
Delisted, None,3/22/2005 to 3/22/2006,JENNIFER JOAQUIN,INTERNATIONAL PERSONNEL CONSULTANTS INC,894-2207/8934133/8934678,LT.WING 11F TELECOMS PLAZA 316 G.PUYAT AVEMAKATI,MAUREEN@IPC.COM.PH
Valid License,www.groupipr.com,8/10/2016 to 8/9/2020,DARRAH-JEAN D. PUNZALAN,INTERNATIONAL PERSONNEL RESOURCES PHILS. LTD. CO.,(02) 6872325 / 09272795545,"305A & 305B(PORTION) ORIENT SQUARE BLDG., EMERALDORTIGAS, PASIG CITY",iprmanila@groupipr.com
Valid License,http://www/ipi.com.ph,8/27/2018 to 8/26/2022,LIGAYA G SALTING,INTERNATIONAL PROGRESS INC (INTERNATIONAL PROGRESS ASSOCIATES),3553420,"UNIT 1 , G/F & 2/F, LANDSDALE COMMERCIAL ARCADE TIQUEZON CITY, QUEZON CITY",internationalprogressinc@yahoo.com
Valid License,NONE,3/8/2016 to 3/7/2020,,INTERNATIONAL RESOURCE DEVELOPMENT CORPORATION(FORMERLY INTL RESOURCE DEVT),521-3662/521-1879/ 09156111902,"RM214 MERCHANT BLG,509 P.FAURA ST,ERMITA,MLAERMITA, MANILA",irdcorporation@yahoo.com
Delisted, None,12/6/2000 to 12/5/2002,MERCEDITAS V TUAZON,"INTERNATIONAL SERVICES FOR INFORMATION PROJECTS, INC.",6389532/6346973,5/F B AGUSTIN I BLG EMERALD AVE ORTIGAS CTR PSIG, None
Forever Banned,, to 9/17/1989,ATTY MARCIANO J CAGATAN,INTERNATIONAL SERVICING & RECRUITMENT CORPORATION,5216834 /  581462,4/F CELTA BLDG CASINO ST MAKATI CITY,
Cancelled,, to 7/4/1985,MR EDGARDO S VELASQUEZ,INTERNATIONAL SHIPPING AGENCY , 592267 /  591082,JOVAN LAND BLDG 908 J L ESCODA ERMITA MANILA,
Delisted,www.isd-phil.com,6/21/2008 to 6/20/2012,MR LEVI S DE MESA,INTERNATIONAL SKILL DEVELOPMENT INC ,5501595/5501597/8331242/5501523,"GF(FRONT)2&3/F ISD BLDG 5439 CURIE ST,PALANAN MKTI",isd@isd-phil.com &amp; Idm@isd-phil.com &amp; dlm@isd-phil
Valid License,www.isdphilippines.com,10/29/2019 to 10/28/2031,MR LEVI S DE MESA,INTERNATIONAL SKILL DEVELOPMENT INC,5511910/5517452/8331242/5501595/8322539,"GF (FRONT), 2F & 3F, ISD BLG, 5439 CURIE ST.PALANAN, MAKATI",isd@isdphilippines.com
Cancelled,,5/14/1990 to 5/11/1994,MR BENEDICTO C ANTENOR,INTERNATIONAL SKILLED LABOUR PHILIPPINES INC, 590776 / 5213405,RM.1574 GEDISCO CTR BLDG 1564 A.MABINI ST ERMITA,
Valid License,www.teamiso.com,12/7/2018 to 12/6/2022,CHARINA G GARCIA,INTERNATIONAL STAFFING ORGANIZATION INC,8121129,"5F PDCP BANK CTR BLDG, V.A. RUFINO ST.SALCEDO VILLAGE, MAKATI",info@teamiso.com
Delisted,www.internationaljobscenter.com,12/9/2012 to 6/8/2013,MICHAEL H. FERNANDEZ,INTERNATIONAL STAFFING REGISTRY INC,7238646 TELEFAX,"UNIT 9-C CATALINA BLDG. 9 NEW YORK ST. QUEZON CITYE. RODRIGUEZ, QUEZON CITY",international.staffing@gmail.com
Delisted,,3/31/1992 to 3/31/1994,RAMON LUIS CLARAVALL,INTERNATIONAL STAFF-SUPPORT SERVICES INC ,5066363 / 3631116,**RM.405 VIP BLDG 1140 ROXAS BLVD ERMITA MANILA,
Valid License,,11/3/2014 to 1/21/2016,BRILLANTE N LOO,INTERNATIONAL TANKERS CORPORATION ,5642041 / 3604300,2868 LAMAYAN ST. STA. ANA MANILA,
Valid License,www.interorient.com.ph,1/28/2016 to 1/27/2028,CAPT JIMMY L MILANO,INTER-ORIENT MARITIME ENTERPRISES INC,6312724 / 6311226 to 27,"RMS. 600, 601, 608, 611, 613 & 619  ORTIGAS BLG, OPASIG CITY",inormph@interorient.com.ph
Delisted, None,7/27/2006 to 7/26/2010,MR JOSE CELESTIAL,INTERPHASE MANPOWER SYSTEMS CORP (INTERPHASE MANPOWER SYSTEMS),6329553/ 6313019,GF&MF PADILLA BLG EMERALD AVE ORTIGAS CPLX PASIG, None
Delisted,, to 3/27/1986,MR EFREN CHUA YAP,INTERPHIL OVERSEAS EMPLOYMENT CENTER INC , 593152 / 5212986,1115 L.GUERRERO ST COR UN AVE ERMITA MANILA,
Delisted, None,1/19/2001 to 1/19/2003,REMEDIOS C VILLAFANA,INTERWAY PROMOTION CENTRE & MANPOWER INTERNATIONAL CO.,4224953,NO. 116-E 13TH AVE CUBAO QUEZON CITY, None
Cancelled,, to 12/3/1985,MS CONCEPCION R JAVIER,INTERWORLD MANPOWER PLACEMENT AGENCY ,8151899 / 8190877,50 CATOLOS ST CUBAO QUEZON CITY,
Cancelled, None,12/19/2007 to 12/18/2011,MS NORMA B DE LARA,INTERWORLD PLACEMENT CENTER INC,5254728/ 5367044,"RMS 305 & 306 ERMITA BLDG ARQUIZA STERMITA, MANILA",iwopcen _ 79@yahoo.com.ph/Iwopcen_79@yahoo.com
Valid License,www.inter-worldshipping.com,3/7/2016 to 3/6/2020,RYAN N. DELA CALZADA,INTER-WORLD SHIPPING CORPORATION,5240860/ 925-1211 / 09178262261,"RM 411, BF CONDOMINIUM BLG, A SORIANO AVE COR SOLAINTRAMUROS, MANILA",info@inter-worldshipping.com
Delisted,,3/7/1994 to 3/5/1996,MR GEORGE CO,INTERZONAL MANPOWER SERVICES INC ,,*RM.206 RIZALINA II ANNEX 1677 QUEZON AVE QC,
Inactive,, to ,MR RICARDO R SANTOS,INVICTUS CONSTRUCTION WORKS CORPORATION ,6921666 /  602257,PADILLA BLDG EMERALD AVENUE PASIG METRO MANILA,
Valid License, None,9/30/2015 to 9/29/2019,ROBERTO B REYES,IOLCOS MARITIME AGENCIES FAR EAST INC,3543343/ 09178511151/ 09178511152,"UNITS B & F, 5F, RAMON MAGSAYSAY CTR BLDG, 1680 ROMALATE, MANILA",iolmnl@iolcosmanila.com
Delisted,, to 4/3/1988,MR TEODORICO P SANCHEZ,IOMC (PHIL) INC ,8189032 / 8175021,RM.408 PACIFIC BANK BLDG 6776 AYALA AVE MAKATI,
Valid License,www.ipeoplemanpower.com.ph,6/16/2015 to 6/15/2019,GREGORIO G GARCES JR,IPEOPLE MANPOWER RESOURCES INC (FORMERLY NIGHTINGALE INTERNATIONAL RECRUITM,7534288/ 541-9784,"4F, MONFORTINO BLDG, 4813 VALDERAMA STPIO DEL PILAR, MAKATI",info@ipeoplemanpower.com.ph
Valid License,www.irekrut.com,12/29/2017 to 12/28/2021,LHORIETESS L COLLADO,I-REKRUT MANPOWER INC.,4153707 / 4153708 / 0918-9514834,"4TH FLOOR CASMAN BLDG., 1198 QUEZON AVENUEQUEZON CITY",inquiry@irekrut.com
Cancelled, None,10/30/2004 to 10/29/2008,ENCARNACION DY,IRSAL EMPLOYMENT SERVICES INC,303-5000,"2033 MH DEL PILAR ST. MALATE, MANILA", None
Delisted,, to 9/17/1989,MR EMMANUEL L REGIO,ISLAND MARINE SERVICES CORPORATION , 591593 /  576611,1991 A.MABINI ST ERMITA MANILA,
Valid License,IOTC.PH,12/22/2015 to 12/21/2019,MARIANO V ARANETA JR,ISLAND OVERSEAS TRANSPORT CORP,5336101 / 5336102,GF(PORTION) &2F EASTGATE CENTRE NO 169 EDSAMANDALUYONG,iotc@eastgategroup.com.ph
Delisted,NA,10/18/2009 to 4/17/2010,ARLENE M. ALCABEDOS,ISTEP INTERNATIONAL RECRUITMENT SOLUTIONS INC,4747837,"2F PUZON BLG 118E RODRGZ SR COR GILMORE STQUEZON CITY, QUEZON CITY",NA
Delisted, None,7/12/1990 to 7/10/1994,MS JULIETA ALKHUSEEM,IT (INTERNATIONAL) CORPORATION,587955 /  586087,2014 SAN MARCELINO STREET MALATE MANILA, None
Delisted,,8/12/1998 to 8/10/2000,RAFAEL GARCIA III,"IT RESOURCES, INC. ",6373162 / 3606300,2204 B WEST TOWER PHIL. STOCK EXCH. ORTIGAS CTR.,
Delisted,NA,9/29/2004 to 9/29/2008,TEODORO LABRADOR,ITI GLOBAL RESOURCES INC.,632-4106547/4108601,"U4, #65 MONTE DE PIEDAD COR E.RODRIQUEZ AVE,QUEZON CITY",itinc@iti.com.ph / itincmanila@lycos.com
Valid License, None,6/8/2018 to 6/7/2022,CONCEPCION A. SEKIYA,ITS CORPORATION,6372996/6376435,"UNIT-E 7F STRATA 100 BLDG EMERALD AVEORTIGAS, PASIG CITY",d-quiban@itscorporation.net.ph
Delisted, None,1/31/2004 to 1/30/2008,IRENE MELODY L CHUA,ITSS RESOURCES INC,744-0615,"U504 ANNAPOLIS TWR,43 ANNAPOLIS, GREENHILLSSAN JUAN", None
Delisted,,6/1/1994 to 12/1/1994,MR ROBERTO U GENOVA,IVY CAMPUS INTERNATIONAL ,5212858 /  506117,1037 VITO CRUZ MALATE MANILA,
Forever Banned,, to 2/15/1986,ATTY RICARDO C BUNDALIAN,J & B MANPOWER SPECIALIST ,,ABAD SANTOS BLDG 1812 TAFT AVE MALATE MANILA,
Delisted,,10/16/1993 to 10/15/1995,MR PREM N CHANDIRAMANI,J C INTERNATIONAL CORPORATION (FOR CUERA CORPORATION),8927156,*2667 HONDURAS ST CORNER BATANGAS ST MAKATI,
Delisted,, to 4/14/1988,MS JOVITA L ORIEL,J LAGMAY ORIEL SERVICE CONTRACTOR ,,2/F SKK BLDG BUENDIA AVE COR FB HARRISON PASAY,
Denied Renewal, None,11/17/2000 to 11/17/2002,JOEL A NAVARRO,J.A. NAVARRO INTERNATIONAL MANPOWER SERVICES,3021204,"RMS 201,202 & 206 LUZ HENSON 494 SOLDADO STERMITA, MANILA", None
Valid License, None,12/3/2018 to 12/2/2022,MAY ANTONETTE  C  DAVIS,J.A.S. EMPIRE INTERNATIONAL PROMOTION CORP,260-2998,"G/F AND 2/F, SJB PLACE, 1725 F. AGONCILLO STREETMALATE, MANILA",anthony725.jasempire@gmail.com
Cancelled, None,2/2/2006 to 2/2/2010,LEILA D. LACANLALE,J.L.A. JOBLINK INTERNATIONAL CORP.,682-9559,"R202 LBH BLG 1431 A MABINI STERMITA, MANILA",lpil@skynet.net
Cancelled,jaatphilippines.com/webmill,7/31/2003 to 7/30/2007,ELSIE L AL-SANEA,JAAT RECRUITMENT & RESOURCES AGENCY ,8112312/ 8112340,5/F KING COURT II BLDG 2129 CHINO ROCES AVE MAKAT,jaat99@hotmail.com
Cancelled,NA,5/6/2009 to 5/6/2013,JOIE DE GUZMAN PANINGASAN,JABER INTERNATIONAL RECRUITMENT AND PLACEMENT AGENCY,5597639/3847763,"RMS 201, 205 & 206 DE VILLA BLDG., 1153 M.H. DEL PERMITA, MANILA",jpaningasan2yahoo.com
Valid License, None,12/22/2018 to 12/21/2019,CELIA P ESCOBAR,JAC INT`L MANPOWER SERVICES INC,5124455,3F& 4F CPE BLDG BLK 9 LOT 2 PINAGSAMA VILL PHASE 2TAGUIG,jac.international 2016 @yahoo.com
Valid License,NA,10/26/2017 to 10/25/2021,LIEZEL D. EBORA,JAD+GTC MANPOWER SUPPLY & SERVICES INC,9841891/ 9841899,"UNITS 2A & 2B, 2310 CHINO ROCES AVENUEPIO DEL PILAR, MAKATI",jo@jadgtc.net
Cancelled,NA,7/5/2012 to 7/4/2016,ESPERANZA B. SANTOS,JADE JOBWELL PHILIPPINES INC,3860381,"2&3/F M NAVAL COR H IGNACIO ST NAVOTAS CITYNAVOTAS, NAVOTAS",JADE.JOBWELL@GMAIL.COM
Delisted,,12/15/2003 to 12/14/2007,CAPT MARIO K ALFELOR,JADE SHIPPING CORP (FORMERLY JADE MARINE SERVICES INC),5315627 / 5313069,74 ESTEBAN ST COR SIERRA MADRE MAGARA MANDALUYONG,
Valid License,N/A,5/17/2017 to 5/17/2019,ARLENE A AYUSTE,JADFER EMPLOYMENT SOLUTIONS CORP,(02) 3100517 / 09277975206,"UF 3F QUEEN ROSE BLG II 911 SAN ANDRES LEON GUINTOMALATE, MANILA",jadfersolutionscorp@yahoo.com
Cancelled, None,8/20/2007 to 8/19/2011,JANETTE P MENESES,JAFSAS PROMOTION CORPORATION,3921774/4960600,"R501&602JALANDONI BLG,1444 A MABINI COR R SALASERMITA, MANILA",JAFSASMANILA@YAHOO.COM
Cancelled,www.jaikin.net,5/28/2013 to 5/27/2017,N/A,JAI-KIN RESOURCES CORPORATION,831-7093/ 831-6942,"HOUSE NO.6, PATIO MADRIGAL CMPND, ROXAS BLVDPASAY CITY",jaikin_work@yahoo.com
Valid License,www.jainevillmanpower.com,2/19/2017 to 2/18/2021,RACHELLE ANN M INOPIA,JAINEVILL MANPOWER RESOURCES INC,2421885 / 09956556703,"R303 (3F) &402 (4F), NFWC BLG,962 JOSEFA ESCODA STERMITA, MANILA",jaine_vill@yahoo.com
Valid License, None,1/8/2017 to 1/7/2021,JULIETA N CABASA,JAKE INTL MANPOWER SERVICES INCORPORATED,524-4241/400-3417,"PNTHSE I, PIERRE & PAUL BLG 505 MABINI STERMITA, MANILA",jake.jnc@gmail.com
Valid License,www.jalgor.com,6/6/2018 to 6/5/2022,PEARL JANET A GORRICETA,JALGOR HUMAN RESOURCE PROVIDER INC,(033) 320-4248/ 509-0731,"1ST FLOOR, 70 BURGOS STREET, LAPAZ, ILOILO CITYILOILO",janet.gorriceta@yahoo.com
Valid License, None,10/22/2015 to 10/21/2019,ANALISA B SOLO,JAMAL HUMAN RESOURCE INTERNATIONALE,8237815/ 8237819,"2F, THA BLG, 2116 SEN GIL PUYAT AVE COR TAFT AVEPASAY CITY",jamaljhri@yahoo.com
Delisted,,10/14/1991 to 10/13/1993,MR OLYMPIO S CRUZ,JAMALCO MANPOWER MANAGEMENT INC ,5219578 / 5219584,2670 F.MU#OZ VITO CRUZ MALATE MANILA,
Valid License, None,4/4/2016 to 4/3/2020,EDUARDO E AURA,JAMES INTERNATIONAL PLACEMENT SERVICES,5849896,"UNIT 6, 2/F, CEFRA BLDG, 641 BONI AVENUEMANDALUYONG",jamesinternationalmk@gmail.com
Delisted,,11/6/1993 to 11/5/1995,ENGR SERGIO O JAMILA IV,JAMILA & COMPANY INC ,7229234 /  789061,81 ELFINA BLDG LANTANA ST MONTE DE P`DAD CUBAO,
Cancelled, None,3/16/2007 to 3/15/2011,MR JAMALUDDIN D SIRAJ,JAMINAH MANPOWER SERVICES,5218334/56750201/5281242,"R306,308, 700 & 703 7F L & S BLDG 1414 ROXAS BLVDERMITA, MANILA",USTEDZJAMAL@YAHOO.COM
Valid License, None,3/15/2016 to 3/14/2020,MARIPOL C ABDALLA,JAMYKHA INTERNATIONAL PLACEMENT SERVICES,5259673 / 09394374201,"1916 SAN MARCELINO STMALATE, MANILA",jamykha@yahoo.com
Forever Banned,, to 9/5/1984,MS VIRGENCITA MALAYA,JANDEC TRADING & MARINE SERVICES COMPANY ,,RM.603 JALANDONI BLDG COR A.MABINI ERMITA MLA,
Delisted, None,7/4/2006 to 7/4/2007,ARMANDO B. BARIRING,JANG INTERNATIONAL PROMOTIONS & MANPOWER CORPORATION,5417117/5417410,"STALLS 1,2,7&8 2F BDG2 MAGDALENA ARCADESAN DIONISIO, PARA�AQUE", None
Forever Banned,, to 6/3/1986,MR ABUL KHAYR ALONTO,JANOUB PHILIPPINES DEVELOPMENT CORPORATION,,120 JUPITER ST BEL-AIR VILL MAKATI METRO MANILA,
Cancelled,www.jaointernational.biz,11/9/2014 to 11/8/2018,FE S CADAVONA,JAO INTERNATIONAL MANPOWER SERVICES INC (FORMERLY JAO INTERNATIONAL MANP),3324234/ 7740995,"UNITS E AND F, 3F JACINTO BLG,380 SCT REYES COR QUQUEZON CITY",jaoinfo@jaointernational.biz
Valid License,www.japanmaruko.com,1/29/2019 to 1/28/2023,ANA VIC B. BONIOL,JAPAN MARUKO INTERNATIONAL CORPORATION,5168750/ 5168701,"14TH FLOOR, (LEFT WING), DE LEON CENTER BUILDING, ERMITA, MANILA",info@japanmaruko.com
Delisted,NA,1/30/2007 to 1/30/2008,MA. JUSIE O. NIKAIDO,JAPAN-PHILIPPINES OVERSEAS NETWORK (JAPONI) INCORPORATED,NA,"Q ABETO ST MANDURRIAOILOILO CITY, ILOILO",NA
Cancelled,www.japhil2000.com,12/17/2010 to 12/16/2014,DEDITA D CHAVEZ,JAPHIL 2000 INTERNATIONAL AGENCY CORP,301-5354,LOT E-11 E LOPEZ ST SANDAWA SIR MATINADAVAO DEL SUR, None
Cancelled, None,1/19/2012 to 1/18/2016,CORAZON A JARDELEZA,JARDY INTERNATIONAL PROMOTION AGENCY,6210096,"GF & 2F,1700 SN MARCELINO COR. GEN. M. MALVAR STSMALATE, MANILA", None
Cancelled, None,10/31/2006 to 10/30/2010,LUCILLE M. DAVID,JASIA INTERNATIONAL MANPOWER SERVICES,4802486,"BLK 32 LT 5 PH2 C2 KAALINSABAY ST KARANGALAN VILLMANGGAHAN, PASIG CITY", None
Delisted,,12/8/1998 to 12/6/2000,JESUS VICTOR LUMAUIG,JASM OVERSEAS RECRUITMENT CENTER COMPANY,4501322 / 5251201,STE A3 SINAGOGA BLDG 481 SINAGOGA ST MALATE,
Valid License, None,11/27/2015 to 11/26/2019,IGNACIO D POSAS JR,JATS TALENT CENTER INTL. CORP.,310-1473 /450-1771/ 09064799215/ 09206976972,"RM 1570 (GF) AND RM 209 (2F)  GEDISCO CENTRE, 1564ERMITA, MANILA",jatstalent@ymail.com
Cancelled, None,4/21/2008 to 4/20/2012,NA,JAVIER INTERNATIONAL MANPOWER SERVICES CORP,536-8910,"5F B #481 SINAGOGA ST SINAGOGA BLGMALATE, MANILA",PTJAVIER@EASTERN.COM.PH
Delisted,,7/27/1990 to 7/24/1992,,JAY SHEY INTERNATIONAL INC ,5211020 / 5211020,SUITE 201 R & D CONDOMINIUM GUIHO ST MAKATI CITY,
Valid License,www.jbmanpower.webs.com,3/8/2016 to 3/7/2020,EDWARD A BARRION,JB INTERNATIONAL MANPOWER SERVICES CORPORATION,8995780/ 8995728/ 09052604922/ 09193784838,9634 KAMAGONG ST COR GUIJO ST SN ANTONIO VILLMAKATI,jbmeriam12@gmail.com
Inactive,, to ,MR JOSE B SAHAGUN,JBS CONSTRUCTION INC , 600350 /  613005,RM.602 VIP BLDG ROXAS BLVD ERMITA MANILA,
Cancelled,, to 10/15/1985,MR JESUS C DE ASIS,JC DE ASIS CONSTRUCTION COMPANY INC ,,534 BENITA ST GAGALANGIN TONDO MANILA,
Valid License,N/A,9/5/2015 to 9/4/2019,JONATHAN C IGNACIO,JCJ MANAGEMENT SERVICES AND INTERNATIONAL PROMOTION,8339321 / 5501142/ 09228552383 (mobile),"R206,400&402 FSE BLG.3671-3673 BAUTISTA AVEPALANAN, MAKATI",jcj_msip07@yahoo.com
Delisted,, to 9/10/1987,MR JUANCHITO D BERNARDO,JD BERNARDO ENGINEERING & CONSTRUCTION ,,2ND FLR ANA BLDG 1764 TAFT AVE PASAY CITY,
