status,website,license_validity,official_rep,name,telephone,address,email
Delisted,www.nozomiglobal.com,6/23/2012 to 6/22/2016,BENNY F. VILLAPAZ JR.,NOZOMI GLOBAL RESOURCES INC.,2554348/2547322/2543656/4166374,"0775 NFSI JASMIN COR. A. CLIMACO ST.,CAPITOL SITE,&amp;nbspCEBU CITY, CEBU",info@nozomiglobal.com
Valid License,N/A,9/22/2018 to 9/21/2022,CAPT ALEXANDER A. NUGUID,NS UNITED MARINE PHILIPPINES INC (FORMERLY GENETICS MARITIME SERVICES INC),8172390/ 8402616,"5/F, NEW SOLID BLDG, 357 SEN GIL PUYAT AVENUE&amp;nbspMAKATI",common@nsump.ph
Valid License,NA,4/26/2017 to 4/25/2021,CAPT NAIDO B DULDULAO,NSNT MEDICAL PLACEMENT & ALLIED SERVICES INC.,3535652,"G/F 1404 SN. GREGORIO ST&amp;nbspPACO, MANILA",nsnt@ndshippinggroup.com
Delisted,, to 3/26/1985,MR BENJAMIN C NUESA,NUESA CONSTRUCTION INC ,7414487 / 7417191,1541 CRISOSTOMO ST SAMPALOC MANILA&amp;nbsp,
Delisted,,3/27/1997 to 3/26/1999,MR JOSE BR POLICARPIO,"NUEVE SERVICES CO., INC. ", 230374,302 GOV. A.PASCUAL ST SAN JOSE NAVOTAS METRO MANIL&amp;nbsp,
Inactive,,7/25/1988 to 7/25/1990,MR ISMAEL RAMA,NURSING INTERNATIONAL RESOURCES INC (W/ NOTICE TO CEASE OPTN),,121 ALFARO ST SALCEDO VILL MKI C/O DE GUZMAN &amp; ASS&amp;nbsp,
Valid License, None,8/24/2015 to 8/23/2019,ROWENA R MACEREN-PARAGAS,NYD INTERNATIONAL PLACEMENT AGENCY INC,7183695,"UNIT 305, JOVAN CONDOMINIUM, SAMAT ST&amp;nbspMANDALUYONG",nyd.international@yahoo.com
Valid License,www.nykfil.com.ph,10/30/2011 to 10/29/2023,JOSEPHINE J FRANCISCO,NYK-FILSHIP MANAGEMENT INC,5543888/ 9084900/ 09209124023,"GEN LUNA COR STA POTENCIANA ST INTRAMUROS MANILA&amp;nbspINTRAMUROS, MANILA",cencom@nykfil.com.ph
Valid License, None,4/20/2015 to 4/19/2019,NORMA Z YU,NZY INTERNATIONAL MANAGEMENT SERVICES INC (FORMERLY NZY INTERNATIONAL MANAG,5269181/ 5167057,"1913 (GF &amp; 2F) AND 1911 (2F), SAN MARCELINO STREET&amp;nbspMALATE, MANILA",normazyu@yahoo.com
Cancelled,NA,6/14/2016 to 6/13/2020,ORLANDO T. GOPEZ,O.T.G. INTERNATIONAL PLACEMENTS AGENCY,3101069/313-5113,"U9,10,11,17&amp;22 (GF) AND 8,15 ,16, 21 &amp; 22 (2F),MID&amp;nbspERMITA, MANILA",otg_international@yahoo.com
Valid License,www.oasiaglobal.com,3/27/2017 to 3/26/2021,ALAN SIM AGUILANA,OASIA GLOBAL RESOURCES INC,256-4977/ 09399262923 / 09159463380,"RM 2 (LEFT WING), 3/F, METROVIEW REAL ESTATE, 915 &amp;nbspMALATE, MANILA",oasia2015@gmail.com / oasia.johnborja@gmail.com
Cancelled, None,9/27/2004 to 9/27/2008,EDUARDO G PRONSTROLLER,OCEAN BLUE SHIPPING AND MARINE SERVICES INC (FOR GOODWOOD SHIPPING AGENCY),522-3765 / 521-9984,"SUITE 602-3 ERMITA CTR BLDG 1350 ROXAS BLVD&amp;nbspERMITA, MANILA", None
Valid License, None,1/29/2016 to 1/28/2020,HENRY C UY JR,OCEAN DYNAMIC INTERNATIONAL CORPORATION,5267728 / 09425610395,"5/F, FERGUSON PARK TOWER, 1129 M.H. DEL PILAR COR.&amp;nbspERMITA, MANILA",h.uy@odi-ph.com
Valid License, None,2/12/2016 to 2/11/2020,FERDINAND G. DOMASING,OCEAN EAST AGENCY CORP,708-6501,"R103 (LW) TRINITY BLDG, 636 TM KALAW ST&amp;nbspERMITA, MANILA",oceaneast@oeacph.com
Delisted, None,9/18/2002 to 9/17/2004,MIGUEL LORENZO L. RIVERA,"OCEAN GATEWAY MARITIME & MANAGEMENT,INC. (FOR: MARINO SHIPPING, INC.)",8821480/81,G/F MACRIMA BLDG. EDSA COR. ESCUELA ST. GUADALUPE&amp;nbspMAKATI, None
Delisted,,12/13/1989 to 12/13/1993,MS ELIZABETH M PANGAN,OCEAN LEADER SHIPMANAGEMENT CORP ,5211653 /  573011,STE 3 &amp; 6 G/F MIDLAND PLAZA M.ADRIATICO ERMITA&amp;nbsp,
Delisted,, to 3/18/1986,CAPT EUGENIO J YNION,OCEAN LINK INTERNATIONAL MANNING AGENTS COMPANY,,SUITE 403 FEMII BLDG ADUANA ST INTRAMUROS MANILA&amp;nbsp,
Valid License,oceanpro@oceanprosperity.net,7/8/2017 to 7/7/2021,ZALDY VILLAFLOR,OCEAN PROSPERITY MANNING & MGT CORP (FOR SUCCESSFUL ACHIEVEMENT MANNING,5212236 / 5272615/ 090830670941,"U17A,3F, LEGASPI TOWERS 300, ROXAS BLVD&amp;nbspMALATE, MANILA",oceanpro@oceanprosperity.com
Valid License,www.oceanwavecruisers.com,9/3/2017 to 9/2/2021,FULBERT SY FORMENTERA,OCEAN WAVE CRUISERS INTERNATIONAL MANNING AGENCY INC,5266229/ 5266223/ 09195911378,"5F, PARKVIEW PLAZA BLDG, TAFT AVE COR T.M. KALAW S&amp;nbspERMITA, MANILA",hr_admin@oceanwavecruisers.com
Delisted,ww.oceancrew.no,6/19/2012 to 6/18/2016,SANTOS A. MACATANGAY,OCEANCREW MARINE SERVICES INC,5278888 LOC 8285 TELEFAX,"MEZZANINE FLOOR,  MARY BACHRACH BLDG 25TH COR A.C &amp;nbspPORT AREA, MANILA",crewing@oceancrew.no
Delisted, None,3/5/2002 to 3/5/2004,TERESITA A SANTOS,OCEANIC INTERNATIONAL MANPOWER SERVICES,7214977/ 4130502,"*RM 1840-B RED GOLD BLDG E. RODRIGUEZ SR AVE CUBAO&amp;nbspCUBAO, QUEZON CITY", None
Delisted,,8/13/1998 to 8/11/2000,MR PABLO VARONA,OCEANIC MENTOR CORPORATION ,8298231,8193 DR. SANTOS AVE. PARANAQUE M.M.&amp;nbsp,
Valid License, None,7/8/2018 to 7/7/2022,JAIME C PORTUS,OCEANLINK MARITIME INC,5220898/5220908,"GF VILLA BLANCA ANNEX BLDG CABILDO COR BEATERIO ST&amp;nbspINTRAMUROS, MANILA",oceanlink@sealink.com.ph
Delisted,,7/1/1992 to 7/1/1994,MR BILLY ACERON,OCTAGON INTERNATIONAL MANPOWER SERVICES CORPORATION,,42-E BANAHAW STREET CUBAO QUEZON CITY&amp;nbsp,
Valid License,www.odfjell.com.ph,4/22/2016 to 4/21/2020,REMIGIO S ZAMORA,ODFJELL PHILIPPINES INC,528-0341/5241331/ 0917-8896835,"UNIT 501-A, W. MALL BLDG, DIOSDADO MACAPAGAL AVE C&amp;nbspPASAY CITY",manila@odfjell.com
Delisted,, to 7/12/1986,CAPT BENNY D SAVARES,OFFSHORE SHIPPING & MANNING CORPORATION , 342443 / 3612472,28-A MENDEZ ST BAESA QUEZON CITY&amp;nbsp,
Cancelled,,7/4/2000 to 7/4/2002,ELIAS B LUSAYA,"OFFSHORE SPECIALISTS & MARINE SERVICES, INC.",9266850 / 9266858,U-306RIZALINA BLDG2 ANX 1677 QUEZON AVE. Q.C.&amp;nbsp,
Delisted, None,8/30/2008 to 8/29/2012,MR ROGELIO L SEGISMUNDO,OFSI SERVICES INC,3010180/ 5272188,"2F&amp; 4F OFSI BLDG CABILDO COR URDANETA ST&amp;nbspINTRAMUROS, MANILA", None
Cancelled,NA,12/29/2010 to 12/28/2014,JENNIFER G. MACAPAGAL,OFW RECRUITMENT AGENCY,5245581,"S402 &amp; 407 AP BLDG 1563 AGONCILLO COR P GIL STS&amp;nbspERMITA, MANILA",OFW.RECRUITMENT@YAHOO.COM
Delisted,www.ofw.workbase.com,5/30/2013 to 5/30/2014,ROWENA S SABLAN,OFW WORKBASE INC,4785957,U1003 10/F TRADE&amp;FINCL TWR 7 AVE&amp;32 ST BONI GLOBAL&amp;nbspTAGUIG,admin@ofw.workbase.com
Ceased Operations, None,12/10/2008 to 12/9/2012,NIEVES OJASTRO SARB,OJASTRO RECRUITMENT AGENCY,(042)7103923,"MARQUEZ ST MARQUEZ SUBD BRGY 6&amp;nbspLUCENA CITY, QUEZON", None
Delisted, None,2/7/2004 to 2/6/2008,ANNICEE S. NU�EZ,OKAZAKI INTERNATIONAL AGENCY INC. (FORMERLY ANC N INTL. MANP.),8983223/8983283/ 8963391,"302B ACROCITY BLG,1116 ANTIPOLO,BGY VALENZUELA&amp;nbspMAKATI, MAKATI", None
Delisted,,5/8/1994 to 5/7/1996,MR ORLANDO L ESPA�OLA,OL ESPANOLA ENTERPRISES , 872187 /  872242,8947 ARANGA ST SAN ANTONIO VIL MAKATI CITY&amp;nbsp,
Delisted, None,10/5/2005 to 4/5/2006,RUBEN V. NU�EZ,OLIVE INTERNATIONAL MANPOWER RESOURCES INC.,8447130,"U403 ALEXANDER HSE 132 AMORSOLO ST&amp;nbspLEGASPI VILLAGE, MAKATI",OMSI@INFO.COM.PH
Valid License, None,8/26/2018 to 8/25/2022,RELINDA R MALANUM,OLM INTERNATIONAL JOB PLACEMENT CORP,5251139,"G/F VERMONT TOWER J.NAKPIL ST&amp;nbspMALATE, MANILA",olm.jpc168@gmail.com / olm168@yahoo.com
Valid License,www.abojeb.com.ph,2/27/2018 to 2/26/2022,ARLEEN B V ASUNCION,OLYMPIC JEBSEN OFFSHORE INC,,"6/F, RI RANCE CORPORATE CENTER 1, BLK 16 LOT 2, AS&amp;nbspPARA�AQUE",janice.capile@abojeb.com.ph
Valid License,www.omanfil.com,8/2/2010 to 9/25/2026,ROSALINDA R. DE OCAMPO,OMANFIL INTERNATIONAL MANPOWER DEVELOPMENT CORPORATION,8211650-55/8222141-45,RODEO BLDG 802(KM18)WEST SERV RD SSHWAY&amp;nbspPARA�AQUE,manpower@omanfil.com
Delisted,,2/11/1994 to 2/10/1996,MR EDMOND U LEE,OMNI INTERLINK INC , 597682 / 5220653,"2101 CAROLINA STREET&amp;nbspMALATE, MANILA",
Delisted,,10/21/1993 to 10/20/1995,MR ROBERTO M NIEVES,OMNI MANPOWER & CONSTRUCTION GROUP INC,8154250 /  885859,ABC BLDG 2251 PASONG TAMO MAKATI CITY&amp;nbsp,
Delisted, None,3/8/2008 to 3/7/2012,MR ELMER LUMAPGUID,OMS PHILS CORPORATION,5325035-37,"2ND FLOOR, # 837 MARIA CLARA STREET&amp;nbspMANDALUYONG", None
Delisted,, to 10/17/1995,MR FIDEL A ONCENA,ONCENA`S PLACEMENT SERVICES , 591745,RM.208 L &amp; S BLDG 1414 ROXAS BLVD ERMITA MANILA&amp;nbsp,
Valid License, None,9/27/2016 to 9/27/2020,ELIZABETH S R INFANTE,ONE LEAD CONNECT INTERNATIONAL RECRUITMENT AGENCY INC,2826575,U 204 2F PACIFIC CORPORATE CENTER 131 WEST AVE&amp;nbspQUEZON CITY,oneleadconnect@oneleadconnect.com
Valid License, None,12/12/2016 to 12/11/2020,GIDEON C FRIAS,ONE SHIPPING CORPORATION,8163293/8163297/8163282,"611 CITYLND COND10 TWR1,6815 AYALA&amp; HV DELA COSTA&amp;nbspSALCEDO VILLAGE, MAKATI",oneshipping@yahoo.com
Cancelled,www.oneworld.com.ph,6/22/2013 to 6/21/2017,NILO L. GEONZON,ONE WORLD EMPLOYMENT NETWORK INC,(02) 8104557 / 09772119833,"4F RM 405-407 JS CONT BLDG 423 MAGALLANES ST&amp;nbspINTRAMUROS, MANILA",oneworld016@gmail.com
Valid License, None,11/11/2018 to 11/10/2022,MICHELLE C ABOUALIA,ONLINE HIRING  CORP.,(O82) 3042266/ 2951770/ 2875466,"DOOR 3 (GF) AND RMS 202 &amp; 203, JOSEPHINE LUA'S BLD&amp;nbspDAVAO CITY, DAVAO DEL SUR",online.hiring.corp@gmail.com
Valid License,www.ontimestaffingsolutions.com,12/2/2018 to 12/1/2019,MARIA ROWENA A JAVIER,ONTIME STAFFING SOLUTIONS INC,2520000 / 09955056211,"RM 511 5F  FELISA SYJUCO BLDG 1872 REMEDIOS TAFT&amp;nbspMALATE, MANILA",maria@ontimestaffingsolutions.com
Cancelled, None,4/11/2004 to 4/10/2008,RUBEN O SOLMIANO,ONWARD RESOURCES & DEVELOPMENT SERVICES,3021118,"U-116 A,B&amp;C L HENZON BLDG 494 SOLDADO ST&amp;nbspERMITA, MANILA",onwardresources@hotmail.com 
Delisted,NA,5/26/2012 to 11/25/2012,JAIME D QUI�ONES,ONYX SEATRANS MANAGEMENT INC,5675827,"G/F-3/F MA ZITA BLDG 953 ESCODA ST MANILA&amp;nbspERMITA, MANILA",onyxseatrans@yahoo.com.ph
Delisted, None,10/18/2001 to 10/16/2003,ELMER L STA ANA,OPM INTERNATIONAL MANPOWER SERVICES,8433677,"RMS 311 &amp; 312 AURO-VIR BLDG 1696 EVANGELISTA&amp;nbspBANGKAL, MAKATI", None
Cancelled,, to 3/2/1985,MR ALFREDO P HERNANDEZ,OPTIMA BUSINESS DEVELOPMENT CORPORATION , 582248 /  582309,SUITE 805 ERMITA CENTER BLDG 1350 ROXAS BLVD MLA&amp;nbsp,
Suspended,http://www.optimahuman.com,9/25/2006 to 9/25/2010,ARACELI H. VILLARAZA,OPTIMA HUMAN RESOURCES GLOBAL INC,8202058/8201408,2F AC RAFTEL CENTER 8193 DR A SANTOS AVE SUCAT&amp;nbspPARA�AQUE,admin@optimahuman.com
Delisted, None,2/28/2004 to 8/28/2004,FELICITAS B. MANAHAN,OPTIMA MANPOWER RESOURCES INC,8132168,2603 &amp; 3534 P. TAMO TWR 2210 P. TAMO MAKATI&amp;nbsp, None
Valid License, None,3/6/2018 to 3/6/2020,KIRSTEIN D DIOKO,OPTIMEGA INTERNATIONAL EMPLOYMENT INC,(049) 5308059,"WINNER BADMINTON BLG VILLA SEGOVIA SUBD SN LORENZO&amp;nbspSANTA ROSA CITY, LAGUNA",optimega.international@gmail.com
Valid License,N/A,7/4/2016 to 11/2/2019,,OPTIMISTIC MILESTONE MANPOWER INTL. SERVICES CO (FORMERLY 6J`S INTL.),554-1113,"UNIT 302, SANRISE PLACE, 2164 M.H. DEL PILAR STREE&amp;nbspERMITA, MANILA",optimisticmilestone@gmail.com
Cancelled,www.optimumrecruitment.com.ph,4/4/2011 to 4/4/2015,,OPTIMUM RECRUITMENT AND INTERNATIONAL DEPLOYMENT INC,5637063/0917-5694197/ 0918-3856936,"UNIT F, 2117 VOLTA STREET&amp;nbspSAN ISIDRO, MAKATI",oridi2009_optimum@yahoo.com
Valid License,NA,2/10/2017 to 2/9/2021,EDDIE D ANDAYA,ORAE NAVIGATION CORPORATION (FORMERLY JJ CREWING CORPORATION),3980234/ 9984218/ 5280923,"RM301&amp;302 GLC BLDG 492 T M KALAW ST MANILA&amp;nbspERMITA, MANILA",info@oraenav.com
Delisted, None,1/20/2003 to 1/19/2007,MS MYRNA S ALFONSO,ORANGE INTERNATIONAL PLACEMENT SERVICES (FOR. APPLE-KEN INTL. PROD),4000156/ 4042078 (telefax),R601 BELTON TOWER 25 PERLA ST.FB HARRISON&amp;nbspPASAY CITY, None
Valid License,www.orangeph.com,11/21/2018 to 11/20/2022,ATTY IRENE S DARIO,ORANGE INTERNATIONAL RECRUITMENT SERVICES INC (FORMERLY INFRACELL PHILIPPIN,5237927 / 5237991 to 94 / 09088165986,"2654 BAUTISTA STREET&amp;nbspMALATE, MANILA",info@orangeph.com
Delisted,,7/26/1994 to 7/25/1996,MR DOMINADOR P BATENGA JR,ORIENT EXPRESS PLACEMENT PHILS ,7216878 / 7222909,"RMS101,110,408, NO 226 SUNRISE CONDO ORTIGAS AVE S&amp;nbsp",
Delisted,,11/16/1988 to 11/16/1990,CAPT RODOLFO A GUEVARA,ORIENT GLORIA LINES INC (MS & E SHIPPING INC), 741109,13 GRANADA ST QUEZON CITY&amp;nbsp,
Valid License,www.orientholdingsph.com,5/31/2016 to 5/30/2020,MS. LUCIA B. SIMON,ORIENT HOLDINGS PHILIPPINES GROUP OF COMPANIES INC.,498-1579 / 353-9776/09124148731,"UNIT 4, AGONCILLO TOWNHOMES, 1318 AGONCILLO ST.&amp;nbspERMITA, MANILA",ohpi2002@hotmail.com / info@orientholdingsph.com
Valid License,www.orienthope.com,3/7/2017 to 3/6/2021,DINO ALBERTO V. ALFONSO,ORIENT HOPE AGENCIES INC. (FOR. SEA HORSE MANNING),5361888 / 0908-2284096 (mobile),"16F, G.E. ANTONINO BLDG, T.M. KALAW ST&amp;nbspERMITA, MANILA",orient_hope12@yahoo.com
Denied Renewal,www.orientseasinternational.co,9/29/2012 to 9/28/2016,RODOLFO B. LIM,ORIENT SEAS INTERNATIONAL SERVICES INC,6383762,"U1503 THE CENTREPOINT COND, GARNET COR J VARGAS&amp;nbspORTIGAS, PASIG CITY",osis@skyinet.net
Valid License,NA,10/31/2015 to 10/30/2019,CELICEL A MAGALONGA,ORIENT STAR SHIPMANAGEMENT CO INC,(02) 5248042,"SUITE 1001, 10/F, MA. NATIVIDAD BLDG, 470 T.M. KAL&amp;nbspERMITA, MANILA",orientstar@orientstarship.com
Forever Banned,, to 3/5/1988,MR JESUS DELGADO,ORIENTAL MANPOWER EXPORT INC , 401981,101 B &amp; C DON A.ROCES AVE QUEZON CITY&amp;nbsp,
Delisted, None,10/11/2006 to 10/10/2010,MR JOEL S VILLANUEVA,ORIENTAL PLACEMENT CENTER INC,7417079 / 7417711,2F SANVILL BLDG 2058 LAON-LAAN SAMPALOC MANILA&amp;nbsp,oriental_rom8@yahoo.com/josavi@skydsl.com.ph
Forever Banned,, to 11/11/1987,MS ERLINDA F MEJIA,ORIENTAL PRODUCERS EXPORT CORPORATION , 612638,RM 301 3/F GEMINI BLDG G PUYAT AVE MAKATI METRO ML&amp;nbsp,
Valid License, None,7/24/2018 to 7/23/2022,RAMON S. HERRERA,ORIENTAL SHIPMANAGEMENT COMPANY INC ,8257956 TO 59,RECRAA BLDG VITALEZ COMPOUND SUCAT PARA#AQUE M.M.&amp;nbsp,oriman@oriental.com.ph
Delisted,,6/25/1986 to 6/25/1987,CAPT ROSENDO C HERRERA,ORIENTBLUE SHIPPING CORP ,,RECRAA BLDG VITALEZ COMPOUND SUCAT PARA#AQUE M.M.&amp;nbsp,
Valid License,WWW.ORIMAN.COM.PH,8/2/2016 to 8/1/2020,CAPT ROSENDO C HERRERA,ORIENTWISDOM SHIPPING CORPORATION(FOR;MOPAS CRUISE LINE PHILIPPINES INC ),8257156 to 59,RECRAA BLDG VITALEZ COMPOUND SUCAT&amp;nbspPARA�AQUE,oriman@oriental.com.ph
Delisted,,6/5/1986 to 6/5/1987,CAPT ROSENDO C HERRERA,ORIMAN SHIPPING CORPORATION ,,VITALEZ COMPD SUCAT PARA#AQUE M.M.&amp;nbsp,
Delisted,WWW.WORKOVERSEASDIRECT.COM,10/26/2009 to 4/25/2010,ROM-VOLTAIRE C. QUIZON,ORION GLOBAL INTEGRATED SERVICE SOLUTIONS INC,7061874/7061875,"U2004 20F ANTEL GLOBAL CORP CTR JULIA VARGAS AVE&amp;nbspORTIGAS, PASIG CITY",ORION@WORKOVERSEASDIRECT.COM
Cancelled,, to 2/12/1992,MR CONRADO G ARRIOLA JR,OR-MONT MANAGEMENT MANPOWER & TRADING CORPORATION,8170355 / 8150657,UNIT 72-73 GUADALUPE COMM`L COMPLEX MAKATI CITY&amp;nbsp,
Valid License,www.oroblessinternational.com,2/23/2019 to 2/22/2023,CHRISTINA O PEREZ,OROBLESS INTERNATIONAL RECRUITMENT AGENCY SERVICES INC,(02) 824-3019 / (02) 776-4344,"MEZZ&amp;2F OKT-KURA BLG L1B1 R RODRIGUEZ AVE MOONWALK&amp;nbspPARA�AQUE CITY, PARA�AQUE",oroblessinternational@gmail.com
Valid License,www.orophil.com.ph,11/22/2015 to 11/21/2019,ENGR TOMAS N OROLA,OROPHIL SHIPPING INT`L CO. INC. (TIPOLO SHIPPING INT`L AGENCY),5270656 / 5280772 / 09228855074,"REMEDIOS TOWER, 1971 LEON GUINTO STREET&amp;nbspMALATE, MANILA",orophil@orophil.com.ph
Valid License, None,12/28/2018 to 12/27/2022,MR JEFFERSON D PINPIN,"ORTIZ AGENCY & EMPLOYMENT SERVICES, INC.",559-7427/ 358-1370/ 5997491,"U201,204 (2F), 303 (3F) &amp;402,404 (4F) AVENUE SQUAR&amp;nbspERMITA, MANILA",ortiz_agency@yahoo.com
Delisted, None,1/17/1994 to 1/16/1996,CAPT LEOPOLDO T ARCILLA,OSCO SHIPPING SERVICES (PHILIPPINES) INC (FOR OSCO COLUMBIA SHIPPING SVCS,583823,"2178 NICE COMPOUND TAFT AVENUE&amp;nbspMALATE, MANILA", None
Delisted,www.osg.com,6/23/2012 to 6/22/2016,CAPT REX D. SEBALLOS,OSG SHIP MANAGEMENT MANILA INC (FORMERLY STELMAR PHILS INC),3248741/3248775/3248778,"5/F, OSG HOUSE, 102 LP LEVISTE STREET&amp;nbspSALCEDO VILLAGE, MAKATI",CrewOSGInt@osg.com
Valid License,N/A,4/3/2015 to 4/2/2019,,OSIMS ORIENTAL SKILLS INTERNATIONAL MANPOWER SERVICES INC (FORMERLY ORIENTA,99690000/ 09998811383/ 09158888844,"2ND FLOOR, HALA BLDG, 1836 LEON GUINTO STREET&amp;nbspMALATE, MANILA",oriental_skills@yahoo.com/osims.skills2014@gmail.c
Revoked,,4/17/2000 to 4/16/2002,EDUARDO T CABANLIG,"OSIRUS INTERNATIONAL PHILIPPINES, INC. ",5226805,"1705 MABINI ST., MALATE, MANILA&amp;nbsp",
Valid License,www.osm.no,11/9/2010 to 11/26/2020,MAILYN PERENA BORILLO,"OSM MARITIME SERVICES, INC (FORMERLY ORIENT SHIP MNGT)",5238871 / 5231042,"GF, 2F,4F &amp; 8F OSM BLDG 479 PEDRO GIL ST&amp;nbspERMITA, MANILA",osm.manila@osm.no
Valid License, None,10/10/2016 to 10/9/2020,ALEXANDER G ABILO,OSM SHIPPING PHILS. INC. (FORMERLY EL SHADDAI SHIPPING INC.),5276175 (TL)/5276246/5365970,"S-E,6F, G.E. ANTONINO BLG, TM KALAW COR. J BOCOBO&amp;nbspERMITA, MANILA",osmphil@yahoo.com
Cancelled,www.ota-intl.com,5/24/2004 to 5/23/2008,MR ORLANDO T ALINAS,OTA INTERNATIONAL PROMOTIONS & MANPOWER CORPORATION,551-1486/551-1442/834-7281,2/F 2808 TAFT AVENUE EXT. PASAY CITY&amp;nbsp,ota_intl_pmc@yahoo.com
Cancelled, None,11/8/2010 to 11/7/2014,ADRIAN R. BRIONES,OUR LADY OF MT. CARMEL GLOBAL E-HUMAN RESOURCES INC.,708-6675 / 0927-4560348,"RM 406 MRS BLDG, 1431 A. MABINI STREET&amp;nbspERMITA, MANILA",ourladyofmt.carmel@ymail.com
Cancelled,, to 12/11/1985,MR ORLANDO V ROY,OV ROY CONSTRUCTION , 407178 /  407328,1184 GEN LUNA ST ERMITA MANILA&amp;nbsp,
Cancelled,N/A,2/7/2016 to 2/6/2020,ROMEO R MALCAMPO,"OVATION ART & SKILLS MANAGEMENT RESOURCES, INC.",2477488/ 0917-6234070 / 09088699554,"RMS 406 &amp; 407, L &amp; S BLDG, 1414 ROXAS BLVD&amp;nbspERMITA, MANILA",ovationinternational@yahoo.com
Delisted,,3/20/1990 to 4/24/1992,MR ALBERTO S TAYENGCO,OVERALL CONSTRUCTION & MARINE RESOURCES INC, 862543 /  873540,2ND FLR BATUNGBAKAL BLDG 7577 DELA ROSA ST MAKATI&amp;nbsp,
Forever Banned,, to 10/11/1987,MR REYNALDO P CORONEL,OVERSEAS & PLACEMENT SERVICES (OPLAS) ,,556-558 SAN ANDRES ST MALATE MANILA&amp;nbsp,
Delisted,,4/19/1990 to 4/15/1994,MR RAMON C GARCIA,OVERSEAS AGENCY SERVICES INC ,5219033 / 5211901,G/F MARBELLA II 2071 ROXAS BLVD MALATE MANILA&amp;nbsp,
Valid License,,6/17/2014 to 5/23/2017,ARLEEN V ASUNCION,OVERSEAS BULK TRANSPORT INC ,8164875 / 8171312,2F HARBOR CTR 11 BLDG RAILROAD S.HARBOR PORT AREA&amp;nbsp,
Delisted,, to 5/30/1988,MR RODOLFO P PALMARES,OVERSEAS GLOBAL TRANSPORT INC , 498796 /  498797,CHAMBER OF COMMERCE BLDG MAGALLANES I`MUROS&amp;nbsp,
Cancelled,, to ,CAPT FLORDELINO B ZABALA,OVERSEAS MANNING & STEVEDORING CORPORATION, 499927,RM.603 ROMAN SANTOS BLDG PLAZA LACSON STA CRUZ MLA&amp;nbsp,
Delisted,, to 8/27/1986,MR VICENTE T PATERNO,OVERSEAS OHSAKI CONSTRUCTION CORPORATION ,,635 MALVAR ST MALATE MANILA&amp;nbsp,
Delisted, None,10/16/1991 to 10/16/1993,MR JOSELITO R JACINTO,OVERSEAS PLACEMENT NETWORK,5221265 /  646170,"RM 301 SABASALMEDA BLDG MABINI COR FLORES ST&amp;nbspERMITA, MANILA", None
Cancelled,www.opasinternational.net,8/26/2014 to 8/25/2018,JANET B SUGITA,OVERSEAS PROFESSIONAL ACHIEVERS INTL (OPAS) INC (FOR OVERSEAS PERFORMING A,4397867 / 09292346508,"1/F&amp; 2/F , 287 P. TUAZON COR 18TH AVENUE&amp;nbspCUBAO, QUEZON CITY",recruitment@opasinternational.net
Delisted,,7/19/1998 to 7/17/2000,MS JEANETTE T ORBASE,"OVERSEAS RECRUITMENT BASE INTERNATIONAL, INC.",8969286 / 8969241,"RM302MATHEUS BLG GEN.LUNA COR DON PEDRO,POB.,MKT.&amp;nbsp",
Delisted,,11/28/1998 to 11/27/2000,BETTY F CORTES,OVERSEAS UNLIMITED INC (BLOOMING TRADING & DEV CORP),5367781,"1845   SAN MARCELINO ST. ERMITA,MANILA&amp;nbsp",
Delisted, None,5/6/2010 to 5/5/2014,CIRILO E. DORONILA,OWI GROUP MANILA INC,8125424,"UNIT D, 3/F, GLASS TOWER BLDG, NO. 115 C. PALANCA &amp;nbspLEGASPI VILLAGE, MAKATI",manila@owigroup.com.ph
Suspended (Document Processing),www.ozem.com.ph,12/25/2012 to 12/24/2016,FE MARIE D. VILLAFUERTE,OZEM INTERNATIONAL PLACEMENT SERVICES INC (FORMERLY OZEM INTERNATIONAL PLA),7088248/7088249/7086744,"1412 A MABINI ST, ANNEX 01, BSG BLDG&amp;nbspERMITA, MANILA",info@ozem.com.ph/ janetaguba@ozem.com.ph
Valid License,NA,1/15/2017 to 1/14/2021,BENJAMIN C SERVANO JR,P & F SHIP MANAGEMENT  CORP (FORMERLY PLL SHIP MANAGEMENT CORP),5264873/ 4843992/ 4844307/ 09209777934/09175724262,"SUITE 901, 9F, MA NATIVIDAD BLDG, 470 T M KALAW CO&amp;nbspERMITA, MANILA",info@pnfmanning.com
Valid License,NA,10/20/2017 to 10/19/2021,MA. BASILIA G. DELA ROSA,P & R MANPOWER SERVICES INC,8435918,"5F, PREMIERE CENTRE, 1425 NEWTON ST&amp;nbspSAN ISIDRO, MAKATI",prmanpower.hk@gmail.com
Delisted,NA,8/19/2005 to 8/19/2006,MARIFE O. GARCIA,P.I.N.A. AGENCY CORP.,551-9691/551-9656,"2356 MARCONI STREET BRGY.&amp;nbspPALANAN, MAKATI",NA
Delisted,,4/26/1998 to 4/25/2000,MR PEPITO A AVILES,PA AVILES PLACEMENT SERVICES INC,5222896 / 5267310,RM.215A PLAZA BLDG BOCOBO COR ARQUIZA STS ERMITA&amp;nbsp,
Inactive,, to ,MR PABLO DEL PILAR,PABLO DEL PILAR CONSTRUCTION ,,122 SCOUT RALLOS ST DILIMAN QUEZON CITY&amp;nbsp,
